player_rank,player,first_year,last_year,draft,team,league,games_played,games_started,rushing_attempts,total_yards,yards_per_attempt,rushing_td,yards_per_game
956,Tim Boyle,2019,2019,,GNB,NFL,3,0,5,-7,-1.40,0,-2.3
957,Ogden Compton,1955,1955,,CRD,NFL,9,1,6,-8,-1.33,0,-0.9
958,Tom Farris,1946,1948,11-99,TOT,TOT,33,3,17,-9,-0.53,0,-0.3
959,Shawn Halloran,1987,1987,,CRD,NFL,3,2,3,-9,-3.00,0,-3.0
960,Don Klosterman,1952,1952,3-26,RAM,NFL,2,,1,-9,-9.00,0,-4.5
961,Tom O'Malley,1950,1950,,GNB,NFL,1,,1,-9,-9.00,0,-9.0
962,Ron Smith,1965,1966,10-131 23-184AFL,TOT,NFL,10,8,4,-9,-2.25,0,-0.9
963,Bob Clatterbuck,1954,1960,27-316,TOT,TOT,19,4,26,-10,-0.38,1,-0.5
964,Jim Druckenmiller,1997,1998,1-26,SFO,NFL,6,1,13,-10,-0.77,0,-1.7
965,Bill Musgrave,1991,1996,4-106,TOT,NFL,12,1,19,-11,-0.58,0,-0.9
966,Matt Gutierrez,2007,2009,,TOT,NFL,6,0,5,-13,-2.60,0,-2.2
967,Sean Mannion,2015,2019,3-89,TOT,NFL,11,1,19,-14,-0.74,0,-1.3
968,Angelo Bertelli,1946,1948,1-1,TOT,AAFC,16,5,14,-15,-1.07,1,-0.9
969,Brock Berlin,2007,2008,,RAM,NFL,2,1,3,-16,-5.33,0,-8.0
970,Scott Gudmundson,1944,1945,,BYK,NFL,17,4,37,-17,-0.46,0,-1.0
971,Landry Jones,2013,2017,4-115,PIT,NFL,19,5,19,-19,-1.00,0,-1.0
972,Ed Luther,1980,1984,4-101,SDG,NFL,61,9,20,-19,-0.95,0,-0.3
973,Nick Mullens,2018,2019,,SFO,NFL,9,8,21,-19,-0.90,0,-2.1
974,Ken Holley,1946,1946,,MSA,AAFC,5,,2,-22,-11.00,0,-4.4
975,George Izo,1960,1966,1-2,TOT,NFL,26,6,10,-23,-2.30,0,-0.9
976,Paul Christman,1945,1950,2-13,TOT,NFL,61,23,85,-26,-0.31,8,-0.4
977,Young Bussey,1941,1941,20-187,CHI,NFL,10,,13,-27,-2.08,0,-2.7
978,Allie Sherman,1943,1947,,PHI,NFL,51,1,93,-44,-0.47,4,-0.9
979,Jimmy Tarrant,1946,1946,,MSA,AAFC,4,1,5,-46,-9.20,0,-11.5
980,Foster Watkins,1940,1941,15-134,PHI,NFL,20,1,29,-65,-2.24,0,-3.3
981,Bernie Masterson,1934,1940,,CHI,NFL,72,37,108,-69,-0.64,6,-1.0
982,Paul Governali,1946,1948,1-4,TOT,NFL,32,5,79,-83,-1.05,4,-2.6
983,Marion Pugh,1941,1946,3-16,TOT,TOT,24,12,77,-127,-1.65,2,-5.3
984,Davey O'Brien,1939,1940,1-4,PHI,NFL,22,19,208,-194,-0.93,2,-8.8
985,Sid Luckman,1939,1950,1-2,CHI,NFL,128,62,204,-239,-1.17,4,-1.9
1,Michael Vick,2001,2015,1-1,TOT,NFL,143,115,873,6109,7.00,36,42.7
2,Randall Cunningham,1985,2001,2-37,TOT,NFL,161,135,775,4928,6.36,35,30.6
3,Cam Newton,2011,2019,1-1,CAR,NFL,125,124,934,4806,5.15,58,38.4
4,Tom Matte,1961,1972,1-7 5-37AFL,CLT,NFL,142,91,1200,4646,3.87,45,32.7
5,Steve Young,1985,1999,1-1,TOT,NFL,169,143,722,4239,5.87,43,25.1
369,Greg Cook,1969,1973,1-5,CIN,TOT,12,11,25,148,5.92,1,12.3
913,John McCormick,1962,1968,,TOT,TOT,51,15,10,-1,-0.10,0,0.0
914,Larry Miller,1987,1987,,MIN,NFL,2,0,1,-1,-1.00,0,-0.5
915,Kellen Moore,2012,2015,,TOT,NFL,3,2,2,-1,-0.50,0,-0.3
916,Brian St. Pierre,2004,2010,5-163,TOT,NFL,3,1,5,-1,-0.20,0,-0.3
917,Mark Vlasic,1987,1991,4-88,TOT,NFL,15,4,4,-1,-0.25,0,-0.1
918,Matt Barkley,2013,2019,4-98,TOT,NFL,13,7,15,-2,-0.13,0,-0.2
919,Bill Cappleman,1970,1973,2-51,TOT,NFL,8,0,1,-2,-2.00,0,-0.3
920,Bob Gambold,1953,1953,24-307,PHI,NFL,3,,2,-2,-1.00,0,-0.7
921,Garrett Gilbert,2014,2019,6-214,TOT,NFL,5,0,2,-2,-1.00,0,-0.4
922,Joe Hamilton,2000,2000,7-234,TAM,NFL,1,0,1,-2,-2.00,0,-2.0
923,Kyle Lauletta,2018,2018,4-108,NYG,NFL,2,0,1,-2,-2.00,0,-1.0
924,Terry Luck,1977,1977,,CLE,NFL,4,1,3,-2,-0.67,0,-0.5
925,Ron Meyer,1966,1966,7-107,PIT,NFL,4,,1,-2,-2.00,0,-0.5
926,Sandy Osiecki,1984,1984,,KAN,NFL,4,0,1,-2,-2.00,0,-0.5
927,Jarrett Stidham,2019,2019,4-133,NWE,NFL,3,0,2,-2,-1.00,0,-0.7
928,Steve Bradley,1987,1987,12-316,CHI,NFL,1,1,1,-3,-3.00,0,-3.0
929,Brian Brohm,2009,2010,2-56,BUF,NFL,3,2,3,-3,-1.00,0,-1.0
930,Chuck Clements,1997,1997,6-191,NYJ,NFL,1,0,2,-3,-1.50,0,-3.0
